#	Company	Symbol	Weight	      Price	Chg	% Chg
358	ABIOMED Inc.	ABMD	0.050455	   375.50	-2.50	(-0.66%)
359	FactSet Research Systems Inc.	FDS	0.050332	   453.74	1.88	(0.42%)
360	West Pharmaceutical Services Inc.	WST	0.049707	   228.06	-0.47	(-0.21%)
361	Targa Resources Corp.	TRGP	0.049643	   73.39	-0.64	(-0.86%)
362	Monolithic Power Systems Inc.	MPWR	0.049319	   375.55	1.53	(0.41%)
363	NetApp Inc.	NTAP	0.048679	   75.05	1.17	(1.58%)
364	Atmos Energy Corporation	ATO	0.048362	   119.00	1.49	(1.27%)
365	FMC Corporation	FMC	0.047914	   128.25	0.12	(0.09%)
366	Best Buy Co. Inc.	BBY	0.047843	   82.42	2.54	(3.18%)
367	J.M. Smucker Company	SJM	0.047518	   149.47	0.24	(0.16%)
368	Omnicom Group Inc	OMC	0.04744	   78.19	0.09	(0.12%)
369	EQT Corporation	EQT	0.047439	   43.58	-0.20	(-0.46%)
370	Jacobs Solutions Inc.	J	0.047279	   122.70	-0.80	(-0.65%)
371	Take-Two Interactive Software Inc.	TTWO	0.046751	   103.05	2.76	(2.75%)
372	Avery Dennison Corporation	AVY	0.046606	   193.01	1.71	(0.89%)
373	APA Corp.	APA	0.046295	   46.76	-1.02	(-2.13%)
374	Iron Mountain Inc.	IRM	0.045255	   53.10	0.14	(0.27%)
375	Paycom Software Inc.	PAYC	0.045197	   326.75	7.37	(2.31%)
376	W. R. Berkley Corporation	WRB	0.044918	   74.78	0.62	(0.84%)
377	Skyworks Solutions Inc.	SWKS	0.044806	   94.95	0.77	(0.82%)
378	Cooper Companies Inc.	COO	0.044771	   313.10	3.87	(1.25%)
379	Textron Inc.	TXT	0.04461	   71.15	0.08	(0.11%)
380	Etsy Inc.	ETSY	0.044552	   119.85	0.56	(0.47%)
381	Expedia Group Inc.	EXPE	0.044483	   100.55	0.27	(0.27%)
382	J.B. Hunt Transport Services Inc.	JBHT	0.04372	   180.80	3.92	(2.22%)
383	Leidos Holdings Inc.	LDOS	0.043514	   107.53	0.06	(0.06%)
384	Incyte Corporation	INCY	0.043285	   77.76	-0.51	(-0.65%)
385	Teradyne Inc.	TER	0.043257	   94.16	1.23	(1.32%)
386	Akamai Technologies Inc.	AKAM	0.043238	   91.92	0.19	(0.21%)
387	Trimble Inc.	TRMB	0.042726	   58.71	0.93	(1.61%)
388	FLEETCOR Technologies Inc.	FLT	0.042592	   189.83	-1.57	(-0.82%)
389	LKQ Corporation	LKQ	0.042547	   54.84	-0.16	(-0.29%)
390	Hormel Foods Corporation	HRL	0.042338	   49.43	0.14	(0.28%)
391	Howmet Aerospace Inc.	HWM	0.041909	   38.21	-0.02	(-0.05%)
392	Las Vegas Sands Corp.	LVS	0.04164	   43.06	0.37	(0.87%)
393	Kimco Realty Corporation	KIM	0.041431	   22.64	-0.12	(-0.53%)
394	Garmin Ltd.	GRMN	0.041428	   91.07	0.59	(0.65%)
395	Align Technology Inc.	ALGN	0.04134	   196.48	5.09	(2.66%)
396	United Airlines Holdings Inc.	UAL	0.041055	   43.78	0.35	(0.81%)
397	Jack Henry & Associates Inc.	JKHY	0.040995	   189.99	1.05	(0.56%)
398	Essex Property Trust Inc.	ESS	0.040896	   212.12	-1.62	(-0.76%)
399	NVR Inc.	NVR	0.040884	   4,500.67	46.00	(1.03%)
400	Alliant Energy Corp	LNT	0.040793	   55.97	0.55	(0.99%)
401	Healthpeak Properties Inc.	PEAK	0.040263	   25.90	0.50	(1.97%)
402	Zebra Technologies Corporation Class A	ZBRA	0.040126	   271.84	10.79	(4.13%)
403	Domino's Pizza Inc.	DPZ	0.040025	   392.00	15.93	(4.24%)
404	Evergy Inc.	EVRG	0.039843	   58.33	-0.87	(-1.47%)
405	Brown & Brown Inc.	BRO	0.03983	   58.63	0.70	(1.21%)
406	Gen Digital Inc.	GEN	0.039531	   22.68	-0.43	(-1.86%)
407	Match Group Inc.	MTCH	0.039447	   48.28	0.98	(2.07%)
408	International Paper Company	IP	0.039404	   36.81	0.10	(0.27%)
409	Viatris Inc.	VTRS	0.039367	   11.09	0.02	(0.18%)
410	Tyler Technologies Inc.	TYL	0.039362	   333.04	6.11	(1.87%)
411	Cboe Global Markets Inc	CBOE	0.039313	   124.84	-0.52	(-0.41%)
412	Interpublic Group of Companies Inc.	IPG	0.039144	   34.00	0.18	(0.53%)
413	PTC Inc.	PTC	0.038935	   124.18	-0.78	(-0.62%)
414	Brown-Forman Corporation Class B	BF.B	0.038811	   72.57	0.33	(0.46%)
415	Host Hotels & Resorts Inc.	HST	0.038733	   18.27	-0.26	(-1.40%)
416	Pool Corporation	POOL	0.038445	   333.40	6.97	(2.14%)
417	Everest Re Group Ltd.	RE	0.03833	   328.91	1.66	(0.51%)
418	Royal Caribbean Group	RCL	0.038237	   59.38	0.58	(0.99%)
419	Bio-Techne Corporation	TECH	0.038037	   336.32	3.85	(1.16%)
420	Snap-on Incorporated	SNA	0.03803	   241.17	1.53	(0.64%)
421	SVB Financial Group	SIVB	0.037464	   223.23	5.96	(2.74%)
422	Nordson Corporation	NDSN	0.037405	   234.40	0.81	(0.35%)
423	Packaging Corporation of America	PKG	0.037246	   133.35	0.03	(0.02%)
424	Camden Property Trust	CPT	0.036826	   117.06	0.23	(0.20%)
425	Lamb Weston Holdings Inc.	LW	0.036756	   86.40	0.22	(0.26%)
426	Stanley Black & Decker Inc.	SWK	0.036055	   82.69	0.42	(0.51%)
427	C.H. Robinson Worldwide Inc.	CHRW	0.035898	   98.33	0.68	(0.70%)
428	Charles River Laboratories International Inc.	CRL	0.035784	   241.08	-1.05	(-0.43%)
429	UDR Inc.	UDR	0.035718	   40.12	-0.30	(-0.74%)
430	MGM Resorts International	MGM	0.03435	   35.88	0.41	(1.16%)
431	Masco Corporation	MAS	0.033649	   50.68	0.42	(0.84%)
432	Western Digital Corporation	WDC	0.03346	   37.01	0.78	(2.15%)
433	Loews Corporation	L	0.033071	   57.31	0.21	(0.37%)
434	Henry Schein Inc.	HSIC	0.032842	   80.40	0.40	(0.50%)
435	NiSource Inc	NI	0.032182	   27.18	0.38	(1.42%)
436	CarMax Inc.	KMX	0.032143	   66.99	-0.15	(-0.22%)
437	V.F. Corporation	VFC	0.032069	   34.24	0.57	(1.69%)
438	Eastman Chemical Company	EMN	0.031669	   86.88	0.00	(0.00%)
439	Campbell Soup Company	CPB	0.031586	   52.32	-0.25	(-0.48%)
440	Seagate Technology Holdings PLC	STX	0.031328	   54.81	0.70	(1.29%)
441	Globe Life Inc.	GL	0.031241	   116.77	0.49	(0.42%)
442	Caesars Entertainment Inc	CZR	0.031036	   49.22	0.04	(0.08%)
443	Juniper Networks Inc.	JNPR	0.030822	   31.73	-0.51	(-1.58%)
444	Celanese Corporation	CE	0.030793	   104.22	0.14	(0.13%)
445	Molson Coors Beverage Company Class B	TAP	0.030554	   55.40	0.60	(1.09%)
446	BorgWarner Inc.	BWA	0.030055	   42.31	-0.17	(-0.40%)
447	Allegion Public Limited Company	ALLE	0.03004	   113.99	0.05	(0.04%)
448	PulteGroup Inc.	PHM	0.030018	   44.60	0.87	(1.99%)
449	Regency Centers Corporation	REG	0.029871	   65.60	-0.84	(-1.26%)
450	Teleflex Incorporated	TFX	0.029841	   225.71	8.71	(4.01%)
451	Ceridian HCM Holding Inc.	CDAY	0.029713	   66.88	1.49	(2.28%)
452	Qorvo Inc.	QRVO	0.029697	   98.00	1.07	(1.10%)
453	NRG Energy Inc.	NRG	0.029557	   42.44	0.10	(0.24%)
454	Boston Properties Inc.	BXP	0.02946	   70.47	-0.05	(-0.07%)
455	Paramount Global Class B	PARA	0.028688	   19.66	0.52	(2.72%)
456	MarketAxess Holdings Inc.	MKTX	0.028613	   256.81	0.53	(0.21%)
457	Live Nation Entertainment Inc.	LYV	0.028461	   68.58	1.09	(1.62%)
458	WestRock Company	WRK	0.02831	   37.32	-0.22	(-0.59%)
459	Comerica Incorporated	CMA	0.028181	   72.27	0.14	(0.19%)
460	Fox Corporation Class A	FOXA	0.028118	   30.79	-0.11	(-0.36%)
461	Bath & Body Works Inc.	BBWI	0.027923	   40.20	-1.05	(-2.55%)
462	F5 Inc.	FFIV	0.027746	   155.73	-1.38	(-0.88%)
463	Carnival Corporation	CCL	0.02735	   9.67	0.20	(2.11%)
464	Huntington Ingalls Industries Inc.	HII	0.027205	   227.58	-2.83	(-1.23%)
465	Tapestry Inc.	TPR	0.027066	   36.96	0.73	(2.01%)
466	Advance Auto Parts Inc.	AAP	0.026889	   150.99	1.44	(0.96%)
467	American Airlines Group Inc.	AAL	0.026593	   14.40	0.42	(3.00%)
468	Rollins Inc.	ROL	0.025979	   40.19	0.65	(1.64%)
469	Invesco Ltd.	IVZ	0.02591	   19.31	0.12	(0.63%)
470	Bio-Rad Laboratories Inc. Class A	BIO	0.025651	   403.94	-1.54	(-0.38%)
471	Universal Health Services Inc. Class B	UHS	0.025551	   129.65	0.89	(0.69%)
472	Pinnacle West Capital Corporation	PNW	0.025415	   76.39	0.23	(0.30%)
473	Signature Bank	SBNY	0.025213	   139.23	3.04	(2.23%)
474	Robert Half International Inc.	RHI	0.025201	   77.14	0.05	(0.06%)
475	Fortune Brands Home & Security Inc.	FBHS	0.024923	   66.21	1.28	(1.97%)
476	Whirlpool Corporation	WHR	0.023765	   148.75	1.70	(1.16%)
477	A. O. Smith Corporation	AOS	0.023577	   61.53	-0.37	(-0.60%)
478	Wynn Resorts Limited	WYNN	0.023531	   75.37	-0.20	(-0.26%)
479	Hasbro Inc.	HAS	0.02319	   62.59	1.33	(2.17%)
480	Sealed Air Corporation	SEE	0.022966	   52.08	-0.05	(-0.10%)
481	Zions Bancorporation N.A.	ZION	0.022934	   51.52	0.26	(0.51%)
482	Federal Realty Investment Trust	FRT	0.022723	   109.97	-0.09	(-0.08%)
483	Pentair plc	PNR	0.022203	   45.95	0.40	(0.88%)
484	Catalent Inc	CTLT	0.021958	   42.51	0.97	(2.34%)
485	Franklin Resources Inc.	BEN	0.021435	   27.00	0.52	(1.96%)
486	News Corporation Class A	NWSA	0.02064	   17.76	-0.07	(-0.39%)
487	DXC Technology Co.	DXC	0.020151	   29.61	0.07	(0.24%)
488	Assurant Inc.	AIZ	0.020101	   127.04	-0.14	(-0.11%)
489	Norwegian Cruise Line Holdings Ltd.	NCLH	0.019958	   16.33	0.12	(0.73%)
490	Generac Holdings Inc.	GNRC	0.019763	   107.48	1.06	(1.00%)
491	DENTSPLY SIRONA Inc.	XRAY	0.019511	   30.98	0.61	(2.01%)
492	Organon & Co.	OGN	0.018607	   24.81	-0.02	(-0.08%)
493	Lincoln National Corp	LNC	0.017884	   39.19	0.30	(0.77%)
494	Alaska Air Group Inc.	ALK	0.016914	   46.00	0.04	(0.09%)
495	Lumen Technologies Inc.	LUMN	0.015848	   5.90	0.07	(1.20%)
496	Mohawk Industries Inc.	MHK	0.015441	   102.65	1.38	(1.36%)
497	Newell Brands Inc	NWL	0.014623	   13.24	0.18	(1.38%)
498	Ralph Lauren Corporation Class A	RL	0.013522	   107.10	0.88	(0.83%)
499	Fox Corporation Class B	FOX	0.012673	   29.35	0.23	(0.79%)
500	DaVita Inc.	DVA	0.011845	   72.40	0.75	(1.05%)
501	Vornado Realty Trust	VNO	0.011484	   24.80	0.11	(0.45%)
502	DISH Network Corporation Class A	DISH	0.011351	   15.89	0.41	(2.65%)
503	News Corporation Class B	NWS	0.00658	   18.48	0.35	(1.93%)
